index,target
26546.0,2
24795.0,
3516.0,3 18 47
11534.0,
7600.0,28
212.0,0 30
18551.0,0 2
21167.0,12
15908.0,
23130.0,16
16840.0,0 2
10183.0,1
21614.0,
293.0,
12100.0,
59.0,8 12
6254.0,0 2
7537.0,
23024.0,2
11189.0,30
506.0,1 3
24171.0,
4515.0,
21846.0,1 2
21251.0,28 43
25362.0,12
21193.0,8 13 23 31
10377.0,3
8535.0,27 39
7447.0,38
26240.0,11
23560.0,2 12
20445.0,1
24453.0,
10053.0,
1990.0,15 29
24939.0,12 16
14741.0,2
14891.0,2
6103.0,
24172.0,0 3
677.0,1 28
2005.0,27
12397.0,0 27
24786.0,
6982.0,
22555.0,2
23837.0,0
19309.0,
17316.0,0 2
21960.0,
5312.0,27 30
25234.0,19
11576.0,0
21468.0,28
22071.0,0 28
26184.0,
1343.0,
3928.0,0
21368.0,2 4
25387.0,
9393.0,2 19
21002.0,28
7240.0,14 30
23937.0,19
25445.0,8 13 23 31
349.0,0 2
13313.0,
18846.0,0 2
23080.0,0 2
10256.0,
16359.0,12
23230.0,
18002.0,20
73.0,0
12900.0,2 4
7732.0,8 13 23 31
25194.0,8
16709.0,
23002.0,0
24127.0,
12937.0,27
24971.0,
3353.0,
14623.0,2 30
14684.0,
9560.0,19
14985.0,
6599.0,8
26954.0,30
23276.0,0 2
20295.0,0 30
4610.0,27
1040.0,0
22147.0,0 2
11958.0,30
7330.0,27
19215.0,
22999.0,3 30
15544.0,
17137.0,36
14728.0,0 2
25242.0,
6524.0,
25434.0,
3038.0,12
26662.0,20
13480.0,
21861.0,18 19
22444.0,27
25731.0,
21919.0,28 43
12709.0,
26478.0,
9338.0,21
10340.0,28
6230.0,
23153.0,0 1 2
7433.0,30
26972.0,2
10931.0,1
25166.0,
15451.0,36
11789.0,35
19457.0,1 30
11805.0,1 12
11524.0,
18656.0,2
9734.0,2
24608.0,8 13 23 31
26222.0,19
22306.0,
25585.0,2 27
24938.0,2
12054.0,19
18540.0,
6864.0,12
26676.0,
24653.0,12
18454.0,
12186.0,1
6083.0,
6186.0,
16418.0,10
1375.0,
23090.0,3 4 17
1882.0,
26208.0,3 27 30
16535.0,
26058.0,27 36
21962.0,28
3317.0,27
614.0,0
11655.0,1 2
23578.0,
2089.0,18
23921.0,
23485.0,
12157.0,
10833.0,30
5691.0,
25921.0,12
8252.0,0 16
22441.0,
1741.0,28
22434.0,
7195.0,27
10644.0,18
21023.0,
7710.0,
12509.0,
23060.0,0 3
6581.0,
4846.0,
7847.0,
13116.0,18
8129.0,
22940.0,
15538.0,20
9405.0,2
2100.0,12
25050.0,12
13393.0,27
5483.0,
16349.0,28
20458.0,0 2
23743.0,0
22802.0,16 30
2386.0,
5758.0,
6040.0,12
12672.0,27
19782.0,19
9603.0,30
2696.0,0 1 2
15306.0,2
17139.0,18
16545.0,
5093.0,30
21263.0,
23924.0,0
26337.0,
25711.0,
22727.0,0
23161.0,0 30
21407.0,
26496.0,
25943.0,2
26296.0,14 40 48 49
3700.0,2
7539.0,0
15364.0,
24419.0,0 8
24525.0,18
23651.0,
15637.0,
25378.0,1 8 12 36
20585.0,2
13052.0,3 5
23885.0,0
18187.0,28
26633.0,
25748.0,
26810.0,4
4127.0,12 27
11613.0,0 20
24418.0,45
10361.0,27 28
25356.0,19
25753.0,
26390.0,27
19522.0,20 21
1100.0,0 8 10
17353.0,0 21
14742.0,
22906.0,8 30 37
18252.0,2 27 30
15185.0,18 21
22954.0,38
21668.0,12 28
23795.0,0
24103.0,0
24220.0,
26397.0,
13381.0,12
12871.0,
24960.0,
23912.0,
14542.0,
21621.0,35
24680.0,
22547.0,3
1964.0,20
24189.0,
20632.0,2 28 29
22398.0,1 19
21620.0,8 13 23 31
2701.0,
14048.0,12
20710.0,18
7891.0,
25314.0,23
22496.0,12
25533.0,2 12
21528.0,
23222.0,2
10802.0,
14540.0,
19067.0,0 12 28
24110.0,
412.0,12
7256.0,3
22845.0,0 12 13 15 26 28 30 31 43
22763.0,3 27
15454.0,0 2
24136.0,0 2
18154.0,18
26869.0,1
24166.0,3 5 36
18724.0,10
7637.0,
10070.0,0 5
400.0,0
23375.0,0
19860.0,0
20629.0,42
200.0,19
27019.0,8 13 23 31
5072.0,0 16
20782.0,3
24659.0,12
154.0,11 27
463.0,2 3 12 14 16 20 21 33
21279.0,12
26392.0,2 31 36
26422.0,11
23703.0,2
2523.0,19
19012.0,
22512.0,23
19136.0,0 7 15 19 43
25419.0,18
19622.0,28 36 43
6342.0,2
9082.0,
25780.0,0
5359.0,
26567.0,
4556.0,12 27
24388.0,
26911.0,27 49
19324.0,28
23217.0,0 2
16839.0,
24928.0,12
12610.0,18
18408.0,
6561.0,
26698.0,19
2952.0,0
8978.0,
4742.0,1
10788.0,
17375.0,2 3 5 13 14 16 17 20 21 26 27 31 33 34 37 38
19130.0,
21409.0,1 13 18 27
14495.0,
5190.0,12
20492.0,
9763.0,
1774.0,
11603.0,2 3
6266.0,12 27
21994.0,28 29
702.0,27
21118.0,28
16181.0,
15799.0,0
10194.0,2
97.0,27
14554.0,
5823.0,10
22847.0,28
24715.0,8 13 23 31
8597.0,2
20794.0,
23642.0,2
20408.0,1 4 5 13 23 29 30
16389.0,30
23722.0,0
25966.0,12 18 36
9523.0,27
26234.0,2 3 12 27
13385.0,19
5932.0,0
26536.0,18
24661.0,12
422.0,27
24935.0,0
4778.0,
8925.0,0
24429.0,
18988.0,1
2685.0,
8160.0,1 2
24185.0,0 1
21915.0,18
26734.0,0
21532.0,19
9159.0,0 2 27 28
7560.0,0
26647.0,
24229.0,2
23712.0,21
2572.0,0 12
1779.0,8 28
22045.0,
26355.0,
24777.0,0 8
25626.0,27
628.0,12
2380.0,27
26261.0,
26481.0,
12687.0,23
22203.0,1 19 41 42
2852.0,
25013.0,10
18091.0,40
24802.0,0 2
21493.0,19
25054.0,12
10593.0,0
22233.0,2
21825.0,1 11 12 27 28
24484.0,19
24569.0,
16849.0,8
15581.0,0 27 28
23174.0,
22166.0,8 13 23 31
22526.0,
3873.0,1
24733.0,12 28 43
19384.0,
2239.0,19
6157.0,30
20475.0,2
23444.0,0
27011.0,
75.0,
22963.0,3
18967.0,1 2 27
25125.0,0
20243.0,0
2901.0,11
17166.0,3
6012.0,12
23223.0,2
26568.0,28
5388.0,0
24840.0,0
23119.0,
21367.0,30
9610.0,12
21878.0,28
24479.0,
4845.0,27
8982.0,
5737.0,0 30
24685.0,12 36
20225.0,28
167.0,20
6758.0,3
3390.0,1 23
522.0,0
23435.0,1
22778.0,3
334.0,1
3561.0,1 3
16485.0,12 28
9266.0,3
22265.0,3
26729.0,
21971.0,28
13664.0,21
22587.0,0
22971.0,
23227.0,30
7740.0,1
26249.0,
26223.0,15 31 40
26265.0,
3170.0,19
17363.0,0 28
21286.0,28
10270.0,18
25868.0,11
583.0,19
1924.0,
22493.0,1
19584.0,12
22702.0,0 4
25630.0,27
23405.0,0
24092.0,0 2
15129.0,0 1
433.0,1
653.0,
26418.0,
26957.0,0
18141.0,0 27
10568.0,2 4
21757.0,11 43
26356.0,27
2381.0,0 2 30
17109.0,0 1 36
21931.0,30
330.0,
21710.0,27
2373.0,
2256.0,
9229.0,20
18901.0,
18461.0,12
9712.0,
19738.0,1
16736.0,28
21593.0,11
6709.0,
9584.0,
5243.0,18
24066.0,1
22858.0,0
5893.0,27
5239.0,16
17797.0,1
22052.0,28 36
21769.0,27
25189.0,
4322.0,0 1 36
21210.0,3
7631.0,
21024.0,8 13 23 31
24121.0,1
26425.0,27
23616.0,
8458.0,
25522.0,8 10
237.0,21
6371.0,1 36
7076.0,0 35
3391.0,1
24355.0,
26284.0,27
5848.0,2 19 44
13535.0,20
9118.0,19
2648.0,0
12765.0,20
21110.0,3 27 28
26389.0,
17296.0,1
26744.0,
22776.0,2
23618.0,0 2
611.0,
21028.0,28
24128.0,
11223.0,12 27
26658.0,8 13 23 31
22283.0,0 2 3
21650.0,0 36
11453.0,0
9146.0,20 28
19851.0,28
26185.0,27
21683.0,28
26783.0,42
18850.0,19
23628.0,
2823.0,18
23097.0,2 30
19468.0,12 23 43
9016.0,11 19
19406.0,0 3 4 8 14 18 28 30 37
20733.0,
18614.0,
16758.0,2
2793.0,30
26961.0,
19527.0,
21134.0,
21540.0,8 13 23 31
21342.0,0
14582.0,
25034.0,12
20815.0,
675.0,3 5 12 27 36
4888.0,2
7190.0,8 12
13391.0,5
7501.0,2 4 5
24958.0,
20079.0,2
19893.0,27
20463.0,1
23468.0,3
18535.0,19
3179.0,12
4526.0,18
24376.0,8
17927.0,0 2 5
19013.0,28
13691.0,
8868.0,
15391.0,
15357.0,0 2 3
25566.0,0 27
23437.0,0
23779.0,0 35
17434.0,
1114.0,1
24847.0,
8650.0,23
10299.0,27
20958.0,
2322.0,2 10
26529.0,
576.0,12 18
24443.0,3
22980.0,2 3
21690.0,28
16147.0,
19867.0,0 27 30
22422.0,2
24895.0,8 10
11597.0,12
6878.0,12
9009.0,0
23729.0,0
23606.0,2
23987.0,
5765.0,1
23695.0,3 11 40
20931.0,0
15946.0,
10751.0,0
20565.0,
21323.0,
11745.0,2 16 30
6605.0,0
20786.0,
20869.0,12
10127.0,19
16996.0,18
6389.0,18 20 43
11592.0,27
25712.0,1 27
26555.0,12
17712.0,19
18131.0,19
20358.0,28
20524.0,1 11 14 16
23037.0,4
3735.0,0 4
16906.0,
20723.0,30
4413.0,19
2007.0,19
2115.0,12
23736.0,0
25224.0,
5209.0,0 28
24771.0,
2729.0,12
8427.0,3
23474.0,1
25193.0,1 8 12
11937.0,2 30
21819.0,30
15326.0,30
15467.0,0 28
25161.0,1 8 27 36
24012.0,0 2 36
20874.0,18
23370.0,0 6 12 14 18 19 21 28 31 33 34 37 44 46
25507.0,12
8178.0,0 1 27
10057.0,12
22793.0,19
23355.0,
8970.0,19
20433.0,2
23972.0,
4065.0,8 12
2254.0,19
5599.0,27
647.0,12 28
21285.0,8 29
20634.0,0 20
13713.0,
582.0,12 28
25480.0,12
8282.0,
7938.0,0
25504.0,0 12 27
19970.0,
21664.0,28
21750.0,2 27
15337.0,19
6892.0,
19682.0,
19817.0,37
21191.0,18
22760.0,
26541.0,
16283.0,0
304.0,20
18495.0,19
23851.0,0
14307.0,1
6673.0,18
11825.0,0 1 20 28
25970.0,21
11328.0,12
20028.0,12 28
411.0,
26357.0,11
10651.0,0
8869.0,18
23272.0,2
22862.0,2 27
21462.0,
10882.0,
6433.0,27
8889.0,0
21949.0,28 30
2693.0,11
2512.0,12 41
24488.0,30
4174.0,27
4499.0,12
11927.0,19
14772.0,
16007.0,2
1017.0,1 12
7238.0,
10345.0,
4511.0,28
17572.0,8
9075.0,8 13 23 31
19232.0,0 30
21708.0,
964.0,28
13345.0,2
23815.0,0
21451.0,19
20397.0,1
17431.0,
7104.0,2
19910.0,3 16
4043.0,19
25660.0,27
21431.0,20
10364.0,21
10320.0,
25496.0,12
21676.0,12 27
844.0,
23225.0,0
5862.0,12
25299.0,12
20657.0,18
10182.0,1
24729.0,0
20685.0,28
25081.0,12
1524.0,1 27
5161.0,12
17724.0,12
22124.0,3
25669.0,
11410.0,30
23138.0,
23595.0,
20696.0,8 13 23 31
5448.0,4 5
22707.0,
26930.0,30
23054.0,
5770.0,8 13 23 31
22077.0,28
25472.0,18
22136.0,18
3629.0,
22270.0,2 13 28
10226.0,2
19455.0,2
22579.0,12
9434.0,28
19626.0,27
23590.0,
24248.0,1 2
21139.0,12 28 36
10681.0,3 12 21 22 28 36 43
18172.0,3
16500.0,27 28
24691.0,20
8258.0,28
26437.0,15 40
710.0,19 28
24332.0,0 36
24487.0,
25915.0,0
21922.0,3 28 36
25240.0,2 27 28
22393.0,2 3 28 40
9798.0,
24751.0,12
25692.0,
25481.0,12
205.0,
14998.0,19
24090.0,3
23072.0,2 3 12 26 27 28 37
7934.0,0
13598.0,0 12
22609.0,11
19265.0,1
8755.0,12
9052.0,
6286.0,
21461.0,
22369.0,
23715.0,0
25968.0,
24275.0,16
22363.0,18
24791.0,0
3364.0,0
10208.0,12 28
23414.0,
26054.0,
9791.0,8 13 23 31
18155.0,2 3
25145.0,2
17681.0,
14230.0,15
19448.0,
26061.0,27
11336.0,
10964.0,2
21183.0,23 28
26101.0,
23639.0,3 8 13 27
24351.0,1
22916.0,0 16
24350.0,0
21189.0,0 2 28 29
25875.0,3 11
21858.0,28
22513.0,2
21427.0,1 3 12 41
25229.0,
1370.0,2
26683.0,
25918.0,27
24122.0,2
5446.0,18
25874.0,1 11 15 27
20096.0,2
26335.0,
14343.0,30
21330.0,
3989.0,
20348.0,0
10627.0,
25810.0,
10329.0,
17222.0,0
4524.0,
4124.0,
516.0,
23974.0,10
25144.0,
26119.0,
2673.0,
11270.0,
12722.0,15 27
23538.0,
9711.0,30
24133.0,0 1 35
24514.0,0 1 2
21856.0,0
18875.0,5 6 9 10 12 14 16 19 29 30 41 44 47
6042.0,
21098.0,18
20992.0,0
21921.0,18
14970.0,
20957.0,8 10 36
15952.0,0 16
25674.0,36
11816.0,2
13346.0,27
617.0,28
26084.0,27
20982.0,0 35
10032.0,
24340.0,
22884.0,0 37
22251.0,0
19257.0,18 21
4833.0,0 3
22617.0,
24011.0,3
13951.0,27
18402.0,8 13 23 31
7273.0,3 13
23051.0,
9956.0,16
16497.0,
25149.0,
12603.0,22
16566.0,12
25795.0,1 3 8 12 13 14 15 20 23 27 30 37 40 47
7870.0,8 13 23 31
9401.0,
8065.0,
6515.0,
803.0,19
17428.0,3
7281.0,
16420.0,19
15115.0,2
23584.0,1
17124.0,3
22654.0,
7177.0,18
484.0,
11327.0,1 19 27 28
5755.0,1 8
20683.0,
10614.0,2 3
21059.0,28
169.0,0 2
25275.0,10
1080.0,0
12882.0,
15595.0,
6702.0,2
26983.0,
22969.0,30
20991.0,
24267.0,
8044.0,
21201.0,12
23488.0,4
23807.0,
22332.0,
26380.0,11
6285.0,0 28
21709.0,11
20789.0,42
24373.0,0
25681.0,27
2886.0,39 41 42
19475.0,11
2620.0,
22495.0,21
13790.0,1 2
23797.0,2
23975.0,1
8097.0,
22078.0,28
20535.0,
14352.0,12
17092.0,
11974.0,2 30
7015.0,2 19
25119.0,19
24291.0,
21374.0,2
22412.0,
22500.0,0 11
24430.0,
20641.0,28 47
16410.0,
9178.0,1
23998.0,2 4
6365.0,0
26674.0,12 28
12314.0,8
21639.0,
17354.0,12
25292.0,12 23
24417.0,
15703.0,
20502.0,3
23213.0,0 30
2487.0,19
21993.0,8 13 23 31
2658.0,
23165.0,
26878.0,
14762.0,18
681.0,30
10360.0,0 2 35
23127.0,
7887.0,
21928.0,18 28
4489.0,30
26774.0,
1432.0,3
22701.0,
25097.0,26
11686.0,2 3
27037.0,18
23737.0,0 3
21739.0,
25159.0,12
21155.0,1 27 28
25158.0,0 12
8080.0,0 5
1576.0,
25931.0,19
14261.0,19
22487.0,
8463.0,2
26369.0,
20135.0,2
17417.0,3
24621.0,12
25383.0,
10929.0,12
15006.0,27
17319.0,0 5
22480.0,
23557.0,0
9101.0,
12749.0,
1013.0,16
26149.0,
20917.0,28
9315.0,2 4
26415.0,27
2.0,27
23537.0,2
18707.0,1 2 21 27
23730.0,
24975.0,12
14043.0,28
23392.0,
9138.0,
7811.0,2
4112.0,12
24985.0,
12484.0,2
21121.0,12
10597.0,
4859.0,1 3 30
25900.0,2
24595.0,2
22258.0,1 2
16248.0,1 2
25185.0,8 13 23 31
32.0,33
11978.0,12 28
16276.0,0
13901.0,0 3
23481.0,1 2
3788.0,30
22013.0,
3830.0,18
25855.0,12
23709.0,1
12539.0,30
24858.0,3
3624.0,
20530.0,0 2
22628.0,3
26257.0,
17333.0,16
24532.0,0 4 5 7 26 29 30 35 41 42 45 47
17091.0,
3240.0,3
26861.0,30
4560.0,
20955.0,8
20151.0,12
305.0,12
11369.0,
26874.0,
8365.0,19
26099.0,1 27
24183.0,4 5
10584.0,12
4966.0,16
24378.0,10 12
5451.0,19
20684.0,
3966.0,0 18
23105.0,2
22328.0,11
18811.0,
7466.0,12
9644.0,0 10
24831.0,
25696.0,14
301.0,20
23801.0,36
25191.0,
24079.0,0 2 4
13361.0,0 27
23092.0,
15530.0,0 2
24588.0,16
21807.0,12 27 28 29
19139.0,30
5616.0,
22718.0,0 12
601.0,18
21467.0,
21321.0,28
10959.0,
10309.0,16
25428.0,12
5778.0,2
21474.0,4 13 30
24826.0,1
9552.0,3 30
5685.0,2
21449.0,0 14 27 31
9799.0,2
23064.0,
9566.0,8
20293.0,0 8
2631.0,
20586.0,0
25329.0,
23770.0,3
23480.0,0
24872.0,
4541.0,28
26990.0,39
26429.0,27
23981.0,
25530.0,1 12 28 43
13513.0,19
21304.0,0 18
23015.0,
3604.0,0 12
4952.0,1 23 41 42 47
7855.0,30
21651.0,13 16
23789.0,0
21965.0,
5339.0,28
22743.0,
1655.0,19
23592.0,16
23467.0,3
21088.0,30
14857.0,0
14394.0,28
25524.0,28
22101.0,20
24655.0,10
17824.0,
357.0,12 28
24152.0,0 35
7825.0,44
15184.0,2
2237.0,3 12
25754.0,0
21725.0,
26952.0,30
19826.0,
22546.0,8 10 12
21291.0,12 28
22814.0,16 28
3137.0,
24627.0,12 28
6669.0,
25102.0,0 47
26612.0,
6027.0,20
8343.0,12 28
21809.0,28
4565.0,0 1 2
20080.0,18 19
11429.0,
1413.0,
893.0,0
23956.0,
23489.0,0
198.0,
21656.0,12
13991.0,2 39
22485.0,2
11085.0,5 12 36
2162.0,0 3
25547.0,27
26876.0,
13899.0,2
22898.0,1 2
11883.0,1
6809.0,2
4868.0,
8479.0,3
23761.0,2
12367.0,18
1867.0,
21523.0,0
23556.0,0 2
8960.0,19
26238.0,11
6030.0,15 27
8705.0,3
564.0,22 37
5815.0,18
7478.0,2 3 4 27 36
15528.0,
25421.0,8 12
9475.0,0
20491.0,35
328.0,
7520.0,0 1
1638.0,30
16148.0,8 12 27
3217.0,0 30 33 35
24533.0,
19593.0,0 20 22 23
24669.0,18
24366.0,
10114.0,1 47
26373.0,11
19799.0,
23527.0,0 2
25259.0,12
22479.0,0
12516.0,2
20073.0,28
23007.0,
18329.0,0 3
12854.0,18
693.0,12
11253.0,28
7792.0,0
6813.0,
17901.0,12
5713.0,
866.0,27
18549.0,1
18196.0,27
25560.0,
21735.0,28
2873.0,19
20518.0,2
25733.0,27
23231.0,2
24916.0,4 19 23 37
23516.0,16 33
20763.0,28
15983.0,5 12 14 30
25230.0,11
315.0,1
24085.0,2
9423.0,
9343.0,4 12 39
24547.0,0
1534.0,
17487.0,0 3 12 33
26794.0,0 19
22001.0,12 28
9195.0,12
20579.0,
15416.0,10
18463.0,0
22155.0,2 18 28 42 43 47
663.0,
26552.0,28
17940.0,
24850.0,10
5356.0,3
14405.0,2 3
6966.0,27
25667.0,
10853.0,12
21761.0,27
24978.0,12 28
15291.0,0 8 10
13290.0,16
8954.0,2
21495.0,19
298.0,12
6020.0,20
11147.0,
26696.0,
445.0,
25814.0,2 3
22183.0,
8243.0,0 1 2
21988.0,8 16 20
1183.0,28
26574.0,19
26043.0,18
14514.0,2
24343.0,4
12512.0,0
7068.0,10
17666.0,2 3
24450.0,0
24626.0,
7490.0,0 12
26914.0,27 30
20799.0,
17261.0,12 28
364.0,48
26645.0,8
4940.0,
17863.0,12
11448.0,1
19372.0,
15851.0,12 23
7017.0,8 9
407.0,44
13303.0,30
24800.0,3
17730.0,
25820.0,19
23023.0,2
1511.0,21
26654.0,
15951.0,12
26200.0,11 15 27
23417.0,
22438.0,
20664.0,28
26867.0,
9323.0,0 4 7
7045.0,0
7461.0,12
19392.0,
18574.0,0 2
24342.0,
12398.0,
7019.0,12
21240.0,12 28
25327.0,
21978.0,0
19219.0,27 28
5871.0,
25822.0,0 37
26316.0,0 40
23212.0,
16855.0,
25491.0,0
22779.0,2
25220.0,1 2
21518.0,20
26480.0,
23322.0,2
25924.0,0 18
23394.0,30
20830.0,0
172.0,27
19697.0,
8985.0,
9963.0,
19152.0,2
24153.0,4 5
23166.0,1
4234.0,3
17778.0,
23784.0,1
1822.0,28
5973.0,11
24943.0,12
5344.0,0
24018.0,0 4
23512.0,2
12623.0,
22094.0,28 43
15876.0,7
6753.0,1
17295.0,0 30
22792.0,8 13 23 31
6848.0,
17234.0,
26976.0,0 27
11693.0,3 30
25227.0,
1744.0,
8805.0,12 28
26283.0,27
22244.0,1 28 43
24169.0,0 2
14768.0,
17499.0,1
21863.0,3 38
21885.0,2 12 27
22067.0,28
1693.0,
5720.0,2 12 28
565.0,28
25414.0,12
21404.0,15
24974.0,1 27
9818.0,
26464.0,0
17736.0,
24851.0,0 8
5682.0,3
6741.0,2 16 35 47
5394.0,
21940.0,28
26935.0,
12101.0,3 12
9955.0,
26495.0,
19040.0,19
2029.0,
13621.0,0
7923.0,2 12 27 28 29
21625.0,27
24757.0,
7561.0,8
742.0,
3027.0,19
23116.0,0 2
15782.0,30
18208.0,12
12383.0,
24817.0,2 3 10
4976.0,27
7712.0,28
23735.0,1
21816.0,2 36
21867.0,18
26887.0,4 19 29 37
7830.0,2
20071.0,0 20 27 47
24513.0,12 23 38
26507.0,27
6624.0,
20954.0,20
21397.0,
26809.0,
1518.0,
26.0,
11529.0,19
6521.0,
5878.0,12
4196.0,0
10799.0,0
3922.0,
17897.0,20
18451.0,12
15746.0,
7868.0,8 13 23 31
21548.0,
18324.0,43
13061.0,7
7120.0,1
2049.0,0 1 2 35
8486.0,12
26664.0,
2714.0,18
13982.0,
25067.0,8
4217.0,
9855.0,8 10 29
6014.0,2 27
24047.0,3 5
18543.0,0
4815.0,18
20347.0,8 13 23 31
7250.0,2
21944.0,
24269.0,20
3615.0,
25122.0,0 1 12 36
1561.0,3 14
25216.0,0 3 4 7 8 9 12 13 14 15 16 22 24 25 26 28 29 30 36 37 40 42 43 45 47
14116.0,0 16
4440.0,15
9173.0,1 8 10 12 28 29 36
14152.0,
14102.0,
12222.0,
4255.0,16
22044.0,
6322.0,0
786.0,36
26003.0,
24081.0,1
13452.0,12
23378.0,0 4
6139.0,
22854.0,0 27
14975.0,12
311.0,15 27
17948.0,0 27
26851.0,
3853.0,30
26578.0,18
580.0,12 23
3890.0,0
11632.0,
17484.0,
18149.0,12 27
18298.0,22 28 45
25503.0,8 12
19386.0,2
10950.0,0
26949.0,21
4872.0,12 18 27
4950.0,23
21144.0,10 12
22808.0,42
21354.0,28
22717.0,5
26462.0,27
26690.0,
3495.0,
22933.0,
24624.0,12
5603.0,
24907.0,20
2216.0,
22606.0,
10749.0,0 2
22234.0,2
4900.0,12
25269.0,1
11209.0,4
25091.0,8 13 23 31
15757.0,2
21659.0,
9530.0,
2742.0,12 27
25543.0,12 28 36
9233.0,2 4
21911.0,28
22804.0,8
24813.0,2 4
25864.0,27
7126.0,11
14071.0,12
8683.0,0 14 15 27 40
25890.0,
155.0,
4997.0,
24866.0,
15344.0,19
782.0,
2448.0,0 27
3198.0,
24386.0,11 30
6381.0,
4185.0,27
16765.0,
11951.0,1
14046.0,
24028.0,1
22255.0,
23808.0,0 1 4 5 7 9 10 11 13 14 17 18 19 20 21 23 24 25 27 29 30 31 32 33 34 35 36 37 38 39 41 42 43 44 45 46 47 48 49
21762.0,
20242.0,12
22750.0,
22595.0,
6870.0,
25201.0,
12137.0,2 28
20801.0,
22268.0,0
23204.0,2
24505.0,0 21
3097.0,1 2 3 8
22697.0,0
26285.0,19
25869.0,
13034.0,8 13 23 31
9095.0,12
26371.0,
9181.0,2 36
26430.0,1 27
458.0,1
1703.0,
1205.0,0 3 40
14013.0,2
7800.0,19
25441.0,19
26433.0,
23337.0,
25587.0,28
15200.0,12
20642.0,0
9112.0,12
25461.0,
5719.0,27
20988.0,1 12 36
21716.0,0 14
23088.0,30
12376.0,28 36
23271.0,2 3 36 37
15386.0,1 37
22057.0,28
1981.0,5 36
6379.0,28
7627.0,0
22521.0,0 3
20714.0,0
6724.0,
21894.0,18
20850.0,22 28 48
25600.0,
23962.0,
12704.0,18
26686.0,12
3492.0,1
22748.0,
25509.0,28
17244.0,18 20
10173.0,1
16470.0,
26120.0,14 27
2903.0,1
20749.0,
26747.0,4
19787.0,0 5
21090.0,19
19099.0,1 2
4547.0,8 12 28
18183.0,12
5819.0,30
20956.0,12
1267.0,10 28 36
23660.0,0
26383.0,27
9987.0,4 19 29 37
22442.0,
23266.0,0
2018.0,
868.0,0 28
21247.0,20 28
12414.0,8
22786.0,30
8014.0,0 12 36
20800.0,12
19836.0,12
23260.0,
6161.0,
21063.0,12 28
10890.0,13 31
20652.0,
536.0,0 8 11 12 31 36 41
23360.0,
496.0,
26406.0,0 2 4 8
23477.0,0 2
25905.0,2
22955.0,19
22387.0,0 4
22213.0,12
17900.0,
14330.0,
24880.0,20
65.0,0
18712.0,
19564.0,2
22764.0,
3856.0,2 12 16 28
25184.0,3 12
1385.0,
18490.0,
20947.0,12 43
25179.0,1
26594.0,28
17700.0,28
22974.0,0 30
11491.0,1 2
12893.0,30
25884.0,
13273.0,
17837.0,
21037.0,3 12 15
5427.0,30
26103.0,27
9897.0,28
3241.0,0 3
26657.0,
21942.0,19 36 40
14063.0,28
20903.0,20
25718.0,12 15 27
6010.0,27 28
10109.0,3
108.0,8 13 23 31
1250.0,
503.0,12
23701.0,2
21369.0,0
636.0,12
17672.0,1 19 21
5522.0,28
14512.0,16
24863.0,8
22921.0,21
11798.0,
26398.0,27
25440.0,20
17918.0,28
10450.0,19
26256.0,27 40
15903.0,23
5232.0,28
25501.0,12
20161.0,2
22565.0,
20527.0,2
26806.0,18
25209.0,2 12
26883.0,
21128.0,2
20966.0,12 16 23 38 43
23731.0,0
20690.0,27
64.0,
23649.0,2
17638.0,0 28 36
24328.0,0 2
22605.0,
20678.0,29
8963.0,
4862.0,0 28 36
8996.0,0 12 28
23526.0,
7449.0,8 10 12
22008.0,
25812.0,12 21 27
25029.0,18
9801.0,
23764.0,0
4457.0,20
21897.0,0 12 28 36
23408.0,27
22127.0,28
20785.0,1 28 36
4009.0,
5703.0,
26269.0,11 27
25981.0,18
13357.0,0 2
21805.0,
25084.0,0
22855.0,3 15
20447.0,3
19402.0,28
13956.0,36
25947.0,1 3 28
20620.0,0 2
223.0,18
21606.0,36
22169.0,11
278.0,
20144.0,16
5546.0,
26635.0,2
26192.0,0 40
18058.0,19
19361.0,8 13 23 31
4478.0,0
23758.0,
23833.0,3 8 10 12 23 28
22065.0,18
14069.0,
18087.0,2
554.0,
20861.0,19
3837.0,36
127.0,
23906.0,2
16183.0,2
26846.0,
1350.0,21
4306.0,2
21849.0,18
346.0,28
16412.0,0
26332.0,
7650.0,12 28 43
19069.0,
2808.0,12
20909.0,1 11 12 19 23 27
92.0,28
26186.0,
26932.0,0 30
2687.0,18
5906.0,39
2057.0,12 27
22289.0,
15257.0,
14832.0,2 12 36
4160.0,3
12891.0,12
22807.0,
24720.0,
21258.0,0 28 30
25791.0,
919.0,27 36
13398.0,18
20088.0,0 2 4
17211.0,
3429.0,
4158.0,0 2 36
21678.0,0 12 28
14436.0,
21644.0,
1532.0,2 30
517.0,30
9704.0,3
6655.0,
26417.0,27
385.0,
10150.0,2
20503.0,0 2
20640.0,28
6372.0,19
10742.0,0 27 30
3430.0,12
3682.0,19
13119.0,
25935.0,27
7680.0,
22236.0,20
26107.0,20
25527.0,12
19922.0,2
26188.0,3 27
755.0,
22929.0,2 30
5816.0,12
20839.0,
8515.0,2 3
2156.0,
25825.0,1
2577.0,18 43
1355.0,8 12
1814.0,
12407.0,
25568.0,27
22896.0,27
20655.0,
21158.0,36
9889.0,
13279.0,21 36
22469.0,
20713.0,27
25784.0,
22117.0,28
2624.0,28
21740.0,20
22017.0,
15680.0,
27010.0,13 27 29
26738.0,
22211.0,
